coarse number
89
number of 3 aggregates
35,27,27
vertex-1-
(   -0.128994,    0.020685)
(   -0.131500,    0.011000)
(   -0.131529,    0.015614)
(   -0.126789,    0.004361)
(   -0.119677,    0.004428)
(   -0.128994,    0.007162)
(   -0.114963,    0.011752)
(   -0.117000,    0.020000)
(   -0.115471,    0.015614)
vertex-19-
(    0.037987,   -0.013802)
(    0.031425,   -0.015443)
(    0.035721,   -0.015562)
(    0.027612,   -0.002192)
(    0.028079,   -0.014281)
(    0.021612,   -0.009266)
(    0.034269,   -0.000929)
(    0.040523,   -0.007258)
vertex-20-
(    0.096522,    0.017187)
(    0.099180,    0.022728)
(    0.104000,    0.024000)
(    0.102880,    0.009556)
(    0.109105,    0.022728)
(    0.112139,    0.017241)
